LncRNA	GenBank	GenBank Link	NONCODE ID	NONCODE Link	Phenotype	OMIM ID	OMIM Link	Enviromental Factor (EF)	KEGG Entry	KEGG Link	DrugBank Entry	DrugBank Link	ChEBI Entry	ChEBI Link	Condition of EF	Sample	Species	Evidence	PubMed ID	PumMed Link		
HOXA-3AS	N/A	N/A	N/A	N/A	Obesity	601665	http://www.omim.org/entry/601665?search=Obesity&highlight=obesity	High Stability Fucoxanthin (HS-Fx)	C08596	http://www.genome.jp/dbget-bin/www_bget?cpd:C08596	N/A	N/A	5186	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5186	HS-Fx treatment	abdominal omental or subcutaneous adipose tissues	Human	The co-treatment of the cells with HS-Fx dramatically decreased the levels of these lncRNAs.	26057608	https://www.ncbi.nlm.nih.gov/pubmed/?term=26057608		
HOXA-3AS	N/A	N/A	N/A	N/A	Obesity	601665	http://www.omim.org/entry/601665?search=Obesity&highlight=obesity	Palmitic Acid (PA)	N/A	N/A	N/A	N/A	N/A	N/A	PA treatment	abdominal omental or subcutaneous adipose tissues	Human	up-regulated	26057608	https://www.ncbi.nlm.nih.gov/pubmed/?term=26057608		
HOXA-AS2	NR_122069.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_122069.1	NONHSAT119669.2	http://www.noncode.org/show_rna.php?id=NONHSAT119669&version=2&utd=1#	Acute Promyelocytic Leukemia (APL)	612376	http://www.omim.org/entry/612376?search=Acute%20Promyelocytic%20Leukemia%20%28APL%29&highlight=acute%20promyelocytic%20leukemia%20apl%20leukaemia	All-trans?retinoic acid (atRA)	D00094	http://www.genome.jp/dbget-bin/www_bget?drug:D00094	DB00755	https://www.drugbank.ca/drugs/DB00755	15367	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=15367	atRA treatment	NB4 cell line	Human	up-regulated	23649634	https://www.ncbi.nlm.nih.gov/pubmed/?term=23649634		
HOXC-AS1	NR_047504.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_047504.1	NONHSAT028530.2	http://www.noncode.org/show_rna.php?id=NONHSAT028530&version=2&utd=1#	Atherosclerosis	108725	http://www.omim.org/entry/108725?search=Atherosclerosis&highlight=atherosclerosi%20atherosclerotic	oxidized low-density lipoprotein (Ox-LDL)	N/A	N/A	N/A	N/A	60151	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60151	Ox LDL treatment	atherosclerotic plaques and normal arterial intima tissues	Human	Oxidized low-density lipoprotein (Ox-LDL) decreased expression of HOXC-AS1 in a time-dependent manner.	27574949	https://www.ncbi.nlm.nih.gov/pubmed/?term=27574949		
HOXD-AS1	NR_047504.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_047504.1	NONHSAT028530.2	http://www.noncode.org/show_rna.php?id=NONHSAT028530&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Castration	N/A	N/A	N/A	N/A	N/A	N/A	Castration treatment	s LNCaP and PC-3 cell lines	Human	HOXD-AS1 promotes proliferation, castration resistance, and chemo-resistance in prostate cancer by recruiting WDR5. 	28487115	https://www.ncbi.nlm.nih.gov/pubmed/?term=28487115		
HULC	NR_004855.5	https://www.ncbi.nlm.nih.gov/nuccore/NR_004855.5	NONHSAT107640.2	http://www.noncode.org/show_rna.php?id=NONHSAT107640&version=2&utd=1#	Hepatocellular Carcinoma	114550	http://www.omim.org/entry/114550?search=HCC&highlight=hcc	Metformin	C07151	http://www.kegg.jp/dbget-bin/www_bget?C07151	DB00331	https://www.drugbank.ca/drugs/DB00331	6801	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=6801	Metformin treatment	HepG2, SNU-449 and SK-Hep-1 cell	Human	Decreased HULC expression were observed in HepG2, SNU-449 and SK-Hep-1 cells treated with metformin	26317792	https://www.ncbi.nlm.nih.gov/pubmed/?term=26317792		
HULC	NR_004855.5	https://www.ncbi.nlm.nih.gov/nuccore/NR_004855.5	NONHSAT107640.2	http://www.noncode.org/show_rna.php?id=NONHSAT107640&version=2&utd=1#	Hepatocellular Carcinoma	114550	http://www.omim.org/entry/114550?search=HCC&highlight=hcc	Metformin	C07151	http://www.kegg.jp/dbget-bin/www_bget?C07151	DB00331	https://www.drugbank.ca/drugs/DB00331	6801	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=6801	Metformin treatment	HepG2, SNU-449, and SK-Hep-1 cell lnes	Human	Metformin decreased expression of HULC in HepG2, SNU-449 and SK-Hep-1 cells.	26317792	https://www.ncbi.nlm.nih.gov/pubmed/?term=26317792		
HULC	NR_004855.5	https://www.ncbi.nlm.nih.gov/nuccore/NR_004855.5	NONHSAT107640.2	http://www.noncode.org/show_rna.php?id=NONHSAT107640&version=2&utd=1#	Hepatocellular Carcinoma	114550	http://www.omim.org/entry/114550?search=HCC&highlight=hcc	oxaliplatin	D01790	http://www.genome.jp/dbget-bin/www_bget?drug:D01790	DB00526	https://www.drugbank.ca/drugs/DB00526	31941	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=31941	Oxaliplatin treatment	HCC cells	Human	Treatment with antitumor reagents such as oxaliplatin, 5-fluorouracil and pirarubicin (THP) dramatically induced HULC expression and protective autophagy.	28166203	https://www.ncbi.nlm.nih.gov/pubmed/?term=28166203		
HULC	NR_004855.5	https://www.ncbi.nlm.nih.gov/nuccore/NR_004855.5	NONHSAT107640.2	http://www.noncode.org/show_rna.php?id=NONHSAT107640&version=2&utd=1#	Hepatocellular Carcinoma	114550	http://www.omim.org/entry/114550?search=HCC&highlight=hcc	5-Fluorouracil	C07649	http://www.kegg.jp/dbget-bin/www_bget?C07649	DB00544	https://www.drugbank.ca/drugs/DB00544	46345	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=46345	5-Fu treatment	HCC cells	Human	Treatment with antitumor reagents such as oxaliplatin, 5-fluorouracil and pirarubicin (THP) dramatically induced HULC expression and protective autophagy.	28166203	https://www.ncbi.nlm.nih.gov/pubmed/?term=28166203		
HULC	NR_004855.5	https://www.ncbi.nlm.nih.gov/nuccore/NR_004855.5	NONHSAT107640.2	http://www.noncode.org/show_rna.php?id=NONHSAT107640&version=2&utd=1#	Hepatocellular Carcinoma	114550	http://www.omim.org/entry/114550?search=HCC&highlight=hcc	pirarubicin	D01885	http://www.genome.jp/dbget-bin/www_bget?drug:D01885	DB11616	https://www.drugbank.ca/drugs/DB11616	94770	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=94770	pirarubicin treatment	HCC cells	Human	Treatment with antitumor reagents such as oxaliplatin, 5-fluorouracil and pirarubicin (THP) dramatically induced HULC expression and protective autophagy.	28166203	https://www.ncbi.nlm.nih.gov/pubmed/?term=28166203		
HULC	NR_004855.5	https://www.ncbi.nlm.nih.gov/nuccore/NR_004855.5	NONHSAT107640.2	http://www.noncode.org/show_rna.php?id=NONHSAT107640&version=2&utd=1#	Hepatocellular Carcinoma	114550	http://www.omim.org/entry/114550?search=HCC&highlight=hcc	Hepatitis B Virus	N/A	N/A	N/A	N/A	N/A	N/A	Hepatitis B Viral infection	Liver tissue samples	Human	Higher HULC expression is positively associated with hepatitis B (HBV) positive status.	23762823	https://www.ncbi.nlm.nih.gov/pubmed/?term=23762823		
HULC	NR_004855.5	https://www.ncbi.nlm.nih.gov/nuccore/NR_004855.5	NONHSAT107640.2	http://www.noncode.org/show_rna.php?id=NONHSAT107640&version=2&utd=1#	Obesity	601665	http://www.omim.org/entry/601665?search=Obesity&highlight=obesity	High Stability Fucoxanthin (HS-Fx)	C08596	http://www.genome.jp/dbget-bin/www_bget?cpd:C08596	N/A	N/A	5186	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5186	HS-Fx treatment	abdominal omental or subcutaneous adipose tissues	Human	The co-treatment of the cells with HS-Fx dramatically decreased the levels of these lncRNAs.	26057608	https://www.ncbi.nlm.nih.gov/pubmed/?term=26057608		
HULC	NR_004855.5	https://www.ncbi.nlm.nih.gov/nuccore/NR_004855.5	NONHSAT107640.2	http://www.noncode.org/show_rna.php?id=NONHSAT107640&version=2&utd=1#	Obesity	601665	http://www.omim.org/entry/601665?search=Obesity&highlight=obesity	Palmitic Acid (PA)	N/A	N/A	N/A	N/A	N/A	N/A	PA treatment	abdominal omental or subcutaneous adipose tissues	Human	up-regulated	26057608	https://www.ncbi.nlm.nih.gov/pubmed/?term=26057608		
IDI2-AS1	NR_027709.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_027709.1	NONHSAT010889.2	http://www.noncode.org/show_rna.php?id=NONHSAT010889&version=2&utd=1#	Cervical Cancer	603956	http://www.omim.org/entry/603956?search=Cervical%20Cancer&highlight=cancerous%20cervical%20cancer	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	cisplatin treatment	HeLa Tet-off (TO) cell	Human	up-regulated	24036268	https://www.ncbi.nlm.nih.gov/pubmed/?term=24036268		
INHBA-AS1	NR_027118.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_027118.1	NONHSAT120261.2	http://www.noncode.org/show_rna.php?id=NONHSAT120261&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
INHBA-AS1	NR_027118.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_027118.1	NONHSAT120261.2	http://www.noncode.org/show_rna.php?id=NONHSAT120261&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
IPW	NG_021193.1	https://www.ncbi.nlm.nih.gov/nuccore/NG_021193.1	NONHSAT041063.2	http://www.noncode.org/show_rna.php?id=NONHSAT041063&version=2&utd=1#	Obesity	601665	http://www.omim.org/entry/601665?search=Obesity&highlight=obesity	High Stability Fucoxanthin (HS-Fx)	C08596	http://www.genome.jp/dbget-bin/www_bget?cpd:C08596	N/A	N/A	5186	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5186	HS-Fx treatment	abdominal omental or subcutaneous adipose tissues	Human	The co-treatment of the cells with HS-Fx dramatically decreased the levels of these lncRNAs.	26057608	https://www.ncbi.nlm.nih.gov/pubmed/?term=26057608		
IPW	NG_021193.1	https://www.ncbi.nlm.nih.gov/nuccore/NG_021193.1	NONHSAT041063.2	http://www.noncode.org/show_rna.php?id=NONHSAT041063&version=2&utd=1#	Obesity	601665	http://www.omim.org/entry/601665?search=Obesity&highlight=obesity	Palmitic Acid (PA)	N/A	N/A	N/A	N/A	N/A	N/A	PA treatment	abdominal omental or subcutaneous adipose tissues	Human	up-regulated	26057608	https://www.ncbi.nlm.nih.gov/pubmed/?term=26057608		
KCNQ1OT1	NR_002728.3	https://www.ncbi.nlm.nih.gov/nuccore/NR_002728.3	NONHSAT017523.2	http://www.noncode.org/show_rna.php?id=NONHSAT017523&version=2&utd=1#	Lung Cancer	211980	http://www.omim.org/entry/211980?search=Lung%20Adenocarcinoma&highlight=lung%20pulmonary%20adenocarcinomatous%20adenocarcinoma%20pulmonic	Paclitaxel	D00491	http://www.kegg.jp/dbget-bin/www_bget?D00491	DB01229	https://www.drugbank.ca/drugs/DB01229	45863	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=45863	paclitaxel treatment	LAD patients	Human	The expression of KCNQ1OT1 in LAD patients insensitive to paclitaxel was much higher than that in LAD patients sensitive to paclitaxel	28600629	https://www.ncbi.nlm.nih.gov/pubmed/?term=28600629		
KCNQ1OT1	NR_002728.3	https://www.ncbi.nlm.nih.gov/nuccore/NR_002728.3	NONHSAT017523.2	http://www.noncode.org/show_rna.php?id=NONHSAT017523&version=2&utd=1#	Skin Tumor	N/A	N/A	Vitamin D	C12919	http://www.kegg.jp/dbget-bin/www_bget?C12919	DB11094	https://www.drugbank.ca/drugs/DB11094	N/A	N/A	Vitamin D receptor?knock out?	VDR?/?  mouse keratinocytes 	Mouse	down-regulated	24342142	https://www.ncbi.nlm.nih.gov/pubmed/?term=24342142		
KLKP1	NR_002948.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_002948.1	NONHSAT067392.2	http://www.noncode.org/show_rna.php?id=NONHSAT067392&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	down-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
KRT16P1	NR_073414.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_073414.1	NONHSAT146373.2	http://www.noncode.org/show_rna.php?id=NONHSAT146373&version=2&utd=1#	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
KRT16P2	NR_029392.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_029392.1	N/A	N/A	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
KRT17P2	NR_029392.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_029392.1	N/A	N/A	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
KRT42P	NR_033415.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_033415.1	NONHSAT053640.2	http://www.noncode.org/show_rna.php?id=NONHSAT053640&version=2&utd=1#	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
LEIGC	N/A	N/A	N/A	N/A	Gastric Cancer	613659	http://www.omim.org/entry/613659?search=Gastric%20Cancer&highlight=gastric%20cancerous%20cancer	5-Fluorouracil	C07649	http://www.kegg.jp/dbget-bin/www_bget?C07649	DB00544	https://www.drugbank.ca/drugs/DB00544	46345	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=46345	5-Fu treatment	MGC-803 cell line	Human	Transfection of MGC-803 cells with?LEIGC-shRNA vector resulted in significantly increased cell viability in each of the 5-FU treatments (2, 5,10?¦Ìg/¦Ìl)	25496320	https://www.ncbi.nlm.nih.gov/pubmed/?term=25496320		
LINC00152	N/A	N/A	NONHSAT072142.2	http://www.noncode.org/show_rna.php?id=NONHSAT072142&version=2&utd=1#	Cervical Cancer	603956	http://www.omim.org/entry/603956?search=Cervical%20Cancer&highlight=cancerous%20cervical%20cancer	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	cisplatin treatment	HeLa Tet-off (TO) cell	Human	up-regulated	24036268	https://www.ncbi.nlm.nih.gov/pubmed/?term=24036268		
LINC00152	N/A	N/A	NONHSAT072142.2	http://www.noncode.org/show_rna.php?id=NONHSAT072142&version=2&utd=1#	Colon Cancer	114500	http://www.omim.org/entry/114500?search=Colon%20Cancer&highlight=colonic%20colon%20cancerous%20cancer	Oxaliplatin	D01790	http://www.genome.jp/dbget-bin/www_bget?drug:D01790	DB00526	https://www.drugbank.ca/drugs/DB00526	31941	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=31941	Oxaliplatin treatment	SW620 and HT29 cell lines	Human	Linc00152 promoted tumor progression and conferred resistance to oxaliplatin (L-OHP)-induced apoptosis in vitro and in vivo. 	27633443	https://www.ncbi.nlm.nih.gov/pubmed/?term=27633443		
LINC00152	N/A	N/A	NONHSAT072142.2	http://www.noncode.org/show_rna.php?id=NONHSAT072142&version=2&utd=1#	Cervical Cancer	603956	http://www.omim.org/entry/603956?search=Cervical%20Cancer&highlight=cancerous%20cervical%20cancer	Cycloheximide	D03625	http://www.genome.jp/dbget-bin/www_bget?drug:D03625	N/A	N/A	27641	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27641	Cycloheximide treatment	HeLa Tet-off (TO) cell	Human	up-regulated	24036268	https://www.ncbi.nlm.nih.gov/pubmed/?term=24036268		
LINC00152	N/A	N/A	NONHSAT072142.2	http://www.noncode.org/show_rna.php?id=NONHSAT072142&version=2&utd=1#	Cervical Cancer	603956	http://www.omim.org/entry/603956?search=Cervical%20Cancer&highlight=cancerous%20cervical%20cancer	Mercury (II) Oxide	N/A	N/A	N/A	N/A	N/A	N/A	Mercury (II) Oxide treatment	HeLa Tet-off (TO) cell	Human	up-regulated	24036268	https://www.ncbi.nlm.nih.gov/pubmed/?term=24036268		
LINC00158	NR_024027.2	https://www.ncbi.nlm.nih.gov/nuccore/NR_024027.2	NONHSAT081476.2	http://www.noncode.org/show_rna.php?id=NONHSAT081476&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
LINC00158	NR_024027.2	https://www.ncbi.nlm.nih.gov/nuccore/NR_024027.2	NONHSAT081476.2	http://www.noncode.org/show_rna.php?id=NONHSAT081476&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
LINC00160	NR_024351.2	https://www.ncbi.nlm.nih.gov/nuccore/NR_024351.2	NONHSAT081887.2	http://www.noncode.org/show_rna.php?id=NONHSAT081887&version=2&utd=1#	Breast Cancer	114480	http://www.omim.org/entry/114480?search=Breast%20Cancer&highlight=cancerous%20breast%20cancer	Estrogen	D04070	http://www.kegg.jp/dbget-bin/www_bget?dr:D04070	DB00286	https://www.drugbank.ca/drugs/DB00286	50114	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:50114	Estrogen treatment	MCF7 and T47D cell lines	Human	Long Intergenic Non-protein Coding RNA 1016 (LINC01016) and LINC00160 are direct transcriptional targets of ER¦Á, correlate with ER¦Á expression in clinical samples, and show prognostic significance in relation to breast cancer survival. We show that silencing of LINC00160 results in reduced proliferation.	26426411	https://www.ncbi.nlm.nih.gov/pubmed/?term=26426411		
LINC00161	N/A	N/A	NONHSAT081601.2	http://www.noncode.org/show_rna.php?id=NONHSAT081601&version=2&utd=1#	Osteosarcoma	211980	http://www.omim.org/entry/211980?search=Non-Small%20Cell%20Lung%20Cancer&highlight=non%20cancer%20nonsmall%20cell%20cancerous%20lung%20small%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	MG-63 and U2OS cell lines	Human	Elevated LINC00161 increased cisplatin-induced apoptosis and reversed the cisplatin-resistant phenotype of osteosarcoma cells by upregulating IFIT2.	27609068	https://www.ncbi.nlm.nih.gov/pubmed/?term=27609068		
LINC00308	NR_038400.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_038400.1	NONHSAT081390.2	http://www.noncode.org/show_rna.php?id=NONHSAT081390&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	up-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
LINC00310	NR_027266.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_027266.1	NONHSAT081861.2	http://www.noncode.org/show_rna.php?id=NONHSAT081861&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	down-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
LINC00336	NR_027908.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_027908.1	NONHSAT109006.2	http://www.noncode.org/show_rna.php?id=NONHSAT109006&version=2&utd=1#	Cancer	N/A	N/A	Low-dose ionizing radiation (LDIR)	N/A	N/A	N/A	N/A	N/A	N/A	LDIR exposure (10 Gy)?	EpiDermFT human skin model	Human	Several significantly differentially expressed genes were identified between control and LDIR groups.	25920611	https://www.ncbi.nlm.nih.gov/pubmed/?term=25920611		
LINC00341	N/A	N/A	NONHSAT039445.2	http://www.noncode.org/show_rna.php?id=NONHSAT039445&version=2&utd=1#	Respiratory diseases	N/A	N/A	Fine particulate matter (PM2.5)	N/A	N/A	N/A	N/A	N/A	N/A	PM2.5 exposure	16HBE cell line	Human	lncRNA LINC00341 was significantly up-regulated in 16HBE cell after PM2.5 treatment.	28366736	https://www.ncbi.nlm.nih.gov/pubmed/?term=28366736		
LINC00467	NR_026761.2	https://www.ncbi.nlm.nih.gov/nuccore/NR_026761.2	NONHSAT009289.2	http://www.noncode.org/show_rna.php?id=NONHSAT009289&version=2&utd=1#	Cancer	N/A	N/A	Low-dose ionizing radiation (LDIR)	N/A	N/A	N/A	N/A	N/A	N/A	LDIR exposure (10 Gy)?	EpiDermFT human skin model	Human	Several significantly differentially expressed genes were identified between control and LDIR groups.	25920611	https://www.ncbi.nlm.nih.gov/pubmed/?term=25920611		
LINC00472	NR_121612.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_121612.1	NONHSAT113493.2	http://www.noncode.org/show_rna.php?id=NONHSAT113493&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Dexamethasone	D00292	http://www.genome.jp/dbget-bin/www_bget?drug:D00292	DB01234	https://www.drugbank.ca/drugs/DB01234	41879	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=41879	Dexamethasone +?FCS treatment	ASM cells	Human	up-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
LINC00472	NR_121612.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_121612.1	NONHSAT113493.2	http://www.noncode.org/show_rna.php?id=NONHSAT113493&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Foetal Calf Serum (FCS)	N/A	N/A	N/A	N/A	N/A	N/A	FCS treatment	ASM cells	Human	up-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
LINC00515	NR_024092.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_024092.1	NONHSAT081504.2	http://www.noncode.org/show_rna.php?id=NONHSAT081504&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
LINC00520	NR_026796.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_026796.1	NONHSAT037026.2	http://www.noncode.org/show_rna.php?id=NONHSAT037026&version=2&utd=1#	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
LINC00623	NR_024510.2	https://www.ncbi.nlm.nih.gov/nuccore/NR_024510.2	NONHSAT005783.2	http://www.noncode.org/show_rna.php?id=NONHSAT005783&version=2&utd=1#	Nasopharyngeal Carcinoma	617075	http://www.omim.org/entry/617075?search=Nasopharyngeal%20Carcinoma&highlight=nasopharynx%20nasopharyngeal%20carcinomatous%20carcinoma	Curcumin	C10443	http://www.kegg.jp/dbget-bin/www_bget?C10443	DB11672	https://www.drugbank.ca/drugs/DB11672	3962	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=3962	Curcumin treatemnt (10 micro mol L-1 Cur for 24 h)	CNE-2 cell line	Human	Cur has radiosensitizing effect on human nasopharyngeal carcinoma CNE-2 cells. In the Cur group, the GUCY2GP, H2BFXP, LINC00623 IncRNA were significantly up-regulated and ZRANB2-AS2 LOC100506835, FLJ36000 IncRNA were significantly down-regulated.	24946557	https://www.ncbi.nlm.nih.gov/pubmed/?term=24946557		
